uf,cod_uf,cod_municipio,municipio,populacao_2012
BA,29,33455,Wanderley,12356
BA,29,33505,Wenceslau Guimarães,21910
BA,29,33604,Xique-Xique,45660
MG,31,00104,Abadia dos Dourados,6743
MG,31,00203,Abaeté,22740
MG,31,00302,Abre Campo,13306
MG,31,00401,Acaiaca,3925
MG,31,00500,Açucena,10093
MG,31,00609,Água Boa,14803
MG,31,00708,Água Comprida,2015
MG,31,00807,Aguanil,4129
MG,31,00906,Águas Formosas,18575
MG,31,01003,Águas Vermelhas,12850
MG,31,01102,Aimorés,24937
MG,31,01201,Aiuruoca,6116
MG,31,01300,Alagoa,2696
MG,31,01409,Albertina,2924
MG,31,01508,Além Paraíba,34461
MG,31,01607,Alfenas,74804
MG,31,01631,Alfredo Vasconcelos,6223
MG,31,01706,Almenara,39287
MG,31,01805,Alpercata,7204
MG,31,01904,Alpinópolis,18709
MG,31,02001,Alterosa,13829
MG,31,02050,Alto Caparaó,5392
MG,31,53509,Alto Jequitibá,8297
MG,31,02100,Alto Rio Doce,11903
MG,31,02209,Alvarenga,4329
MG,31,02308,Alvinópolis,15212
MG,31,02407,Alvorada de Minas,3549
MG,31,02506,Amparo do Serra,4910
MG,31,02605,Andradas,37920
MG,31,02803,Andrelândia,12153
MG,31,02852,Angelândia,8084
MG,31,02902,Antônio Carlos,11151
MG,31,03009,Antônio Dias,9493
MG,31,03108,Antônio Prado de Minas,1653
MG,31,03207,Araçaí,2258
MG,31,03306,Aracitaba,2054
MG,31,03405,Araçuaí,36059
MG,31,03504,Araguari,110983
MG,31,03603,Arantina,2811
MG,31,03702,Araponga,8188
MG,31,03751,Araporã,6271
MG,31,03801,Arapuá,2780
MG,31,03900,Araújos,8135
MG,31,04007,Araxá,95888
MG,31,04106,Arceburgo,9732
MG,31,04205,Arcos,37188
MG,31,04304,Areado,13958
MG,31,04403,Argirita,2860
MG,31,04452,Aricanduva,4848
MG,31,04502,Arinos,17669
MG,31,04601,Astolfo Dutra,13237
MG,31,04700,Ataléia,14109
MG,31,04809,Augusto de Lima,4930
MG,31,04908,Baependi,18426
MG,31,05004,Baldim,7877
MG,31,05103,Bambuí,22891
MG,31,05202,Bandeira,4938
MG,31,05301,Bandeira do Sul,5405
MG,31,05400,Barão de Cocais,29205
MG,31,05509,Barão de Monte Alto,5643
MG,31,05608,Barbacena,128120
MG,31,05707,Barra Longa,5930
MG,31,05905,Barroso,19787
MG,31,06002,Bela Vista de Minas,10028
MG,31,06101,Belmiro Braga,3400
MG,31,06200,Belo Horizonte,2395785
MG,31,06309,Belo Oriente,23984
MG,31,06408,Belo Vale,7553
MG,31,06507,Berilo,12198
MG,31,06655,Berizal,4431
MG,31,06606,Bertópolis,4508
MG,31,06705,Betim,388873
MG,31,06804,Bias Fortes,3703
MG,31,06903,Bicas,13783
MG,31,07000,Biquinhas,2602
MG,31,07109,Boa Esperança,38734
MG,31,07208,Bocaina de Minas,5011
MG,31,07307,Bocaiúva,47236
MG,31,07406,Bom Despacho,46482
MG,31,07505,Bom Jardim de Minas,6480
MG,31,07604,Bom Jesus da Penha,3942
MG,31,07703,Bom Jesus do Amparo,5593
MG,31,07802,Bom Jesus do Galho,15242
MG,31,07901,Bom Repouso,10449
MG,31,08008,Bom Sucesso,17271
MG,31,08107,Bonfim,6811
MG,31,08206,Bonfinópolis de Minas,5778
MG,31,08255,Bonito de Minas,9947
MG,31,08305,Borda da Mata,17523
MG,31,08404,Botelhos,14893
MG,31,08503,Botumirim,6447
MG,31,08701,Brás Pires,4567
MG,31,08552,Brasilândia de Minas,14642
MG,31,08602,Brasília de Minas,31356
MG,31,08909,Brasópolis,14585
MG,31,08800,Braúnas,4973
MG,31,09006,Brumadinho,35085
MG,31,09105,Bueno Brandão,10886
MG,31,09204,Buenópolis,10281
MG,31,09253,Bugre,3999
MG,31,09303,Buritis,23091
MG,31,09402,Buritizeiro,27076
MG,31,09451,Cabeceira Grande,6534
MG,31,09501,Cabo Verde,13838
MG,31,09600,Cachoeira da Prata,3635
MG,31,09709,Cachoeira de Minas,11107
MG,31,02704,Cachoeira de Pajeú,9025
MG,31,09808,Cachoeira Dourada,2536
MG,31,09907,Caetanópolis,10467
MG,31,10004,Caeté,41423
MG,31,10103,Caiana,5059
MG,31,10202,Cajuri,4026
MG,31,10301,Caldas,13764
MG,31,10400,Camacho,3097
MG,31,10509,Camanducaia,21162
MG,31,10608,Cambuí,27020
MG,31,10707,Cambuquira,12612
MG,31,10806,Campanário,3586
MG,31,10905,Campanha,15635
MG,31,11002,Campestre,20707
MG,31,11101,Campina Verde,19358
MG,31,11150,Campo Azul,3701
MG,31,11200,Campo Belo,51900
MG,31,11309,Campo do Meio,11483
MG,31,11408,Campo Florido,7103
MG,31,11507,Campos Altos,14416
MG,31,11606,Campos Gerais,27760
MG,31,11903,Cana Verde,5578
MG,31,11705,Canaã,4604
MG,31,11804,Canápolis,11476
MG,31,12000,Candeias,14616
MG,31,12059,Cantagalo,4249
MG,31,12109,Caparaó,5241
MG,31,12208,Capela Nova,4724
MG,31,12307,Capelinha,35368
MG,31,12406,Capetinga,7039
MG,31,12505,Capim Branco,9030
MG,31,12604,Capinópolis,15424
MG,31,12653,Capitão Andrade,5019
MG,31,12703,Capitão Enéas,14372
MG,31,12802,Capitólio,8251
MG,31,12901,Caputira,9060
MG,31,13008,Caraí,22549
MG,31,13107,Caranaíba,3260
MG,31,13206,Carandaí,23692
MG,31,13305,Carangola,32353
MG,31,13404,Caratinga,86364
MG,31,13503,Carbonita,9176
MG,31,13602,Careaçu,6372
MG,31,13701,Carlos Chagas,19779
MG,31,13800,Carmésia,2477
MG,31,13909,Carmo da Cachoeira,11872
MG,31,14006,Carmo da Mata,11007
MG,31,14105,Carmo de Minas,13932
MG,31,14204,Carmo do Cajuru,20444
MG,31,14303,Carmo do Paranaíba,29777
MG,31,14402,Carmo do Rio Claro,20531
MG,31,14501,Carmópolis de Minas,17456
MG,31,14550,Carneirinho,9556
MG,31,14600,Carrancas,3958
MG,31,14709,Carvalhópolis,3380
MG,31,14808,Carvalhos,4530
MG,31,14907,Casa Grande,2241
MG,31,15003,Cascalho Rico,2893
MG,31,15102,Cássia,17433
MG,31,15300,Cataguases,70630
MG,31,15359,Catas Altas,4938
MG,31,15409,Catas Altas da Noruega,3489
MG,31,15458,Catuji,6614
MG,31,15474,Catuti,5067
MG,31,15508,Caxambu,21641
MG,31,15607,Cedro do Abaeté,1199
MG,31,15706,Central de Minas,6806
MG,31,15805,Centralina,10271
MG,31,15904,Chácara,2856
MG,31,16001,Chalé,5643
MG,31,16100,Chapada do Norte,15184
MG,31,16159,Chapada Gaúcha,11339
MG,31,16209,Chiador,2759
MG,31,16308,Cipotânea,6578
MG,31,16407,Claraval,4588
MG,31,16506,Claro dos Poções,7712
MG,31,16605,Cláudio,26262
MG,31,16704,Coimbra,7135
MG,31,16803,Coluna,8972
MG,31,16902,Comendador Gomes,2992
MG,31,17009,Comercinho,8011
MG,31,17108,Conceição da Aparecida,9888
MG,31,15201,Conceição da Barra de Minas,3944
MG,31,17306,Conceição das Alagoas,23932
MG,31,17207,Conceição das Pedras,2755
MG,31,17405,Conceição de Ipanema,4468
MG,31,17504,Conceição do Mato Dentro,17798
MG,31,17603,Conceição do Pará,5214
MG,31,17702,Conceição do Rio Verde,13052
MG,31,17801,Conceição dos Ouros,10609
MG,31,17836,Cônego Marinho,7196
MG,31,17876,Confins,6077
MG,31,17900,Congonhal,10732
MG,31,18007,Congonhas,49616
MG,31,18106,Congonhas do Norte,4950
MG,31,18205,Conquista,6591
MG,31,18304,Conselheiro Lafaiete,118578
MG,31,18403,Conselheiro Pena,22319
MG,31,18502,Consolação,1732
MG,31,18601,Contagem,613815
MG,31,18700,Coqueiral,9241
MG,31,18809,Coração de Jesus,26079
MG,31,18908,Cordisburgo,8689
MG,31,19005,Cordislândia,3447
MG,31,19104,Corinto,23819
MG,31,19203,Coroaci,10190
MG,31,19302,Coromandel,27562
MG,31,19401,Coronel Fabriciano,104637
MG,31,19500,Coronel Murta,9115
MG,31,19609,Coronel Pacheco,2996
MG,31,19708,Coronel Xavier Chaves,3319
MG,31,19807,Córrego Danta,3349
MG,31,19906,Córrego do Bom Jesus,3716
MG,31,19955,Córrego Fundo,5883
MG,31,20003,Córrego Novo,3050
MG,31,20102,Couto de Magalhães de Minas,4234
MG,31,20151,Crisólita,6161
MG,31,20201,Cristais,11553
MG,31,20300,Cristália,5787
MG,31,20409,Cristiano Otoni,5023
MG,31,20508,Cristina,10191
MG,31,20607,Crucilândia,4800
MG,31,20706,Cruzeiro da Fortaleza,3967
MG,31,20805,Cruzília,14716
MG,31,20839,Cuparaque,4728
MG,31,20870,Curral de Dentro,7055
MG,31,20904,Curvelo,75014
MG,31,21001,Datas,5237
MG,31,21100,Delfim Moreira,7962
MG,31,21209,Delfinópolis,6869
MG,31,21258,Delta,8546
MG,31,21308,Descoberto,4804
MG,31,21407,Desterro de Entre Rios,7032
MG,31,21506,Desterro do Melo,2986
MG,31,21605,Diamantina,46125
MG,31,21704,Diogo de Vasconcelos,3830
MG,31,21803,Dionísio,8520
MG,31,21902,Divinésia,3309
MG,31,22009,Divino,19241
MG,31,22108,Divino das Laranjeiras,4933
MG,31,22207,Divinolândia de Minas,7114
MG,31,22306,Divinópolis,217404
MG,31,22355,Divisa Alegre,6046
MG,31,22405,Divisa Nova,5797
MG,31,22454,Divisópolis,9351
MG,31,22470,Dom Bosco,3778
MG,31,22504,Dom Cavati,5170
MG,31,22603,Dom Joaquim,4511
MG,31,22702,Dom Silvério,5192
MG,31,22801,Dom Viçoso,2988
MG,31,22900,Dona Eusébia,6098
MG,31,23007,Dores de Campos,9443
MG,31,23106,Dores de Guanhães,5200
MG,31,23205,Dores do Indaiá,13686
MG,31,23304,Dores do Turvo,4412
MG,31,23403,Doresópolis,1454
MG,31,23502,Douradoquara,1850
MG,31,23528,Durandé,7487
MG,31,23601,Elói Mendes,25715
MG,31,23700,Engenheiro Caldas,10421
MG,31,23809,Engenheiro Navarro,7128
MG,31,23858,Entre Folhas,5194
MG,31,23908,Entre Rios de Minas,14413
MG,31,24005,Ervália,18087
MG,31,24104,Esmeraldas,62262
MG,31,24203,Espera Feliz,23208
MG,31,24302,Espinosa,31134
MG,31,24401,Espírito Santo do Dourado,4470
MG,31,24500,Estiva,10918
MG,31,24609,Estrela Dalva,2440
MG,31,24708,Estrela do Indaiá,3504
MG,31,24807,Estrela do Sul,7532
MG,31,24906,Eugenópolis,10657
MG,31,25002,Ewbank da Câmara,3775
MG,31,25101,Extrema,30016
MG,31,25200,Fama,2350
MG,31,25309,Faria Lemos,3342
MG,31,25408,Felício dos Santos,5054
MG,31,25606,Felisburgo,6974
MG,31,25705,Felixlândia,14323
MG,31,25804,Fernandes Tourinho,3101
MG,31,25903,Ferros,10612
MG,31,25952,Fervedouro,10452
MG,31,26000,Florestal,6744
MG,31,26109,Formiga,65464
MG,31,26208,Formoso,8427
MG,31,26307,Fortaleza de Minas,4150
MG,31,26406,Fortuna de Minas,2746
MG,31,26505,Francisco Badaró,10239
MG,31,26604,Francisco Dumont,4920
MG,31,26703,Francisco Sá,25116
MG,31,26752,Franciscópolis,5706
MG,31,26802,Frei Gaspar,5865
MG,31,26901,Frei Inocêncio,9033
MG,31,26950,Frei Lagonegro,3350
MG,31,27008,Fronteira,14799
MG,31,27057,Fronteira dos Vales,4655
MG,31,27073,Fruta de Leite,5814
MG,31,27107,Frutal,54511
MG,31,27206,Funilândia,3942
MG,31,27305,Galiléia,6908
MG,31,27339,Gameleiras,5121
MG,31,27354,Glaucilândia,2992
MG,31,27370,Goiabeira,3105
MG,31,27388,Goianá,3710
MG,31,27404,Gonçalves,4235
MG,31,27503,Gonzaga,5953
MG,31,27602,Gouveia,11680
MG,31,27701,Governador Valadares,266190
MG,31,27800,Grão Mogol,15145
MG,31,27909,Grupiara,1373
MG,31,28006,Guanhães,31781
MG,31,28105,Guapé,13911
MG,31,28204,Guaraciaba,10218
MG,31,28253,Guaraciama,4756
MG,31,28303,Guaranésia,18727
MG,31,28402,Guarani,8702
MG,31,28501,Guarará,3894
MG,31,28600,Guarda-Mor,6552
MG,31,28709,Guaxupé,49792
MG,31,28808,Guidoval,7164
MG,31,28907,Guimarânia,7399
MG,31,29004,Guiricema,8624
MG,31,29103,Gurinhatã,6025
MG,31,29202,Heliodora,6192
MG,31,29301,Iapu,10406
MG,31,29400,Ibertioga,5021
MG,31,29509,Ibiá,23547
MG,31,29608,Ibiaí,7928
MG,31,29657,Ibiracatu,6098
MG,31,29707,Ibiraci,12470
MG,31,29806,Ibirité,162867
MG,31,29905,Ibitiúra de Minas,3395
MG,31,30002,Ibituruna,2883
MG,31,30051,Icaraí de Minas,10963
MG,31,30101,Igarapé,36363
MG,31,30200,Igaratinga,9553
MG,31,30309,Iguatama,7993
MG,31,30408,Ijaci,5980
MG,31,30507,Ilicínea,11633
MG,31,30556,Imbé de Minas,6502
MG,31,30606,Inconfidentes,6973
MG,31,30655,Indaiabira,7316
MG,31,30705,Indianópolis,6312
MG,31,30804,Ingaí,2650
MG,31,30903,Inhapim,24204
MG,31,31000,Inhaúma,5846
MG,31,31109,Inimutaba,7034
MG,31,31158,Ipaba,17037
MG,31,31208,Ipanema,18455
MG,31,31307,Ipatinga,243541
MG,31,31406,Ipiaçu,4120
MG,31,31505,Ipuiúna,9607
MG,31,31604,Iraí de Minas,6553
MG,31,31703,Itabira,111514
MG,31,31802,Itabirinha,10826
MG,31,31901,Itabirito,46589
MG,31,32008,Itacambira,5053
MG,31,32107,Itacarambi,17761
MG,31,32206,Itaguara,12534
MG,31,32305,Itaipé,11957
MG,31,32404,Itajubá,91643
MG,31,32503,Itamarandiba,32595
MG,31,32602,Itamarati de Minas,4123
MG,31,32701,Itambacuri,22831
MG,31,32800,Itambé do Mato Dentro,2238
MG,31,32909,Itamogi,10293
MG,31,33006,Itamonte,14276
MG,31,33105,Itanhandu,14366
MG,31,33204,Itanhomi,11899
MG,31,33303,Itaobim,20961
MG,31,33402,Itapagipe,13932
MG,31,33501,Itapecerica,21399
MG,31,33600,Itapeva,8861
MG,31,33709,Itatiaiuçu,10142
MG,31,33758,Itaú de Minas,15135
MG,31,33808,Itaúna,86762
MG,31,33907,Itaverava,5711
MG,31,34004,Itinga,14485
MG,31,34103,Itueta,5859
MG,31,34202,Ituiutaba,98392
MG,31,34301,Itumirim,6101
MG,31,34400,Iturama,35308
MG,31,34509,Itutinga,3879
MG,31,34608,Jaboticatubas,17679
MG,31,34707,Jacinto,12142
MG,31,34806,Jacuí,7520
MG,31,34905,Jacutinga,23341
MG,31,35001,Jaguaraçu,3011
MG,31,35050,Jaíba,34539
MG,31,35076,Jampruca,5121
MG,31,35100,Janaúba,67581
MG,31,35209,Januária,65744
MG,31,35308,Japaraíba,4010
MG,31,35357,Japonvar,8331
MG,31,35407,Jeceaba,5288
MG,31,35456,Jenipapo de Minas,7211
MG,31,35506,Jequeri,12726
MG,31,35605,Jequitaí,7893
MG,31,35704,Jequitibá,5154
MG,31,35803,Jequitinhonha,24317
MG,31,35902,Jesuânia,4760
MG,31,36009,Joaíma,15000
MG,31,36108,Joanésia,5246
MG,31,36207,João Monlevade,74655
MG,31,36306,João Pinheiro,45848
MG,31,36405,Joaquim Felício,4371
MG,31,36504,Jordânia,10394
MG,31,36520,José Gonçalves de Minas,4532
MG,31,36553,José Raydan,4487
MG,31,36579,Josenópolis,4614
MG,31,36652,Juatuba,23080
MG,31,36702,Juiz de Fora,525225
MG,31,36801,Juramento,4146
MG,31,36900,Juruaia,9474
MG,31,36959,Juvenília,5697
MG,31,37007,Ladainha,17170
MG,31,37106,Lagamar,7584
MG,31,37205,Lagoa da Prata,47076
MG,31,37304,Lagoa dos Patos,4191
MG,31,37403,Lagoa Dourada,12373
MG,31,37502,Lagoa Formosa,17293
MG,31,37536,Lagoa Grande,8786
MG,31,37601,Lagoa Santa,54732
MG,31,37700,Lajinha,19622
MG,31,37809,Lambari,19752
MG,31,37908,Lamim,3432
MG,31,38005,Laranjal,6517
MG,31,38104,Lassance,6474
MG,31,38203,Lavras,94228
MG,31,38302,Leandro Ferreira,3202
MG,31,38351,Leme do Prado,4815
MG,31,38401,Leopoldina,51286
MG,31,38500,Liberdade,5279
MG,31,38609,Lima Duarte,16216
MG,31,38625,Limeira do Oeste,6999
MG,31,38658,Lontra,8506
MG,31,38674,Luisburgo,6225
MG,31,38682,Luislândia,6443
MG,31,38708,Luminárias,5413
MG,31,38807,Luz,17585
MG,31,38906,Machacalis,6985
MG,31,39003,Machado,39264
MG,31,39102,Madre de Deus de Minas,4930
MG,31,39201,Malacacheta,18705
MG,31,39250,Mamonas,6349
MG,31,39300,Manga,19489
MG,31,39409,Manhuaçu,81455
MG,31,39508,Manhumirim,21587
MG,31,39607,Mantena,27148
MG,31,39805,Mar de Espanha,11928
MG,31,39706,Maravilhas,7304
MG,31,39904,Maria da Fé,14157
MG,31,40001,Mariana,55353
MG,31,40100,Marilac,4189
MG,31,40159,Mário Campos,13594
MG,31,40209,Maripá de Minas,2818
MG,31,40308,Marliéria,4008
MG,31,40407,Marmelópolis,2919
MG,31,40506,Martinho Campos,12731
MG,31,40530,Martins Soares,7398
MG,31,40555,Mata Verde,7994
MG,31,40605,Materlândia,4558
MG,31,40704,Mateus Leme,28417
MG,31,71501,Mathias Lobato,3329
MG,31,40803,Matias Barbosa,13603
MG,31,40852,Matias Cardoso,10188
MG,31,40902,Matipó,17843
MG,31,41009,Mato Verde,12609
MG,31,41108,Matozinhos,34624
MG,31,41207,Matutina,3750
MG,31,41306,Medeiros,3506
MG,31,41405,Medina,20934
MG,31,41504,Mendes Pimentel,6338
MG,31,41603,Mercês,10415
MG,31,41702,Mesquita,5963
MG,31,41801,Minas Novas,30852
MG,31,41900,Minduri,3841
MG,31,42007,Mirabela,13116
MG,31,42106,Miradouro,10324
MG,31,42205,Miraí,14009
MG,31,42254,Miravânia,4604
MG,31,42304,Moeda,4723
MG,31,42403,Moema,7106
MG,31,42502,Monjolos,2327
MG,31,42601,Monsenhor Paulo,8244
MG,31,42700,Montalvânia,15631
MG,31,42809,Monte Alegre de Minas,19863
MG,31,42908,Monte Azul,21717
MG,31,43005,Monte Belo,13049
MG,31,43104,Monte Carmelo,46055
MG,31,43153,Monte Formoso,4693
MG,31,43203,Monte Santo de Minas,21238
MG,31,43401,Monte Sião,21658
MG,31,43302,Montes Claros,370216
MG,31,43450,Montezuma,7599
MG,31,43500,Morada Nova de Minas,8353
MG,31,43609,Morro da Garça,2615
MG,31,43708,Morro do Pilar,3349
MG,31,43807,Munhoz,6197
MG,31,43906,Muriaé,102074
MG,31,44003,Mutum,26657
MG,31,44102,Muzambinho,20406
MG,31,44201,Nacip Raydan,3159
MG,31,44300,Nanuque,40716
MG,31,44359,Naque,6453
MG,31,44375,Natalândia,3279
MG,31,44409,Natércia,4661
MG,31,44508,Nazareno,8062
MG,31,44607,Nepomuceno,25871
MG,31,44656,Ninheira,9885
MG,31,44672,Nova Belém,3617
MG,31,44706,Nova Era,17494
MG,31,44805,Nova Lima,83507
MG,31,44904,Nova Módica,3744
MG,31,45000,Nova Ponte,13314
MG,31,45059,Nova Porteirinha,7400
MG,31,45109,Nova Resende,15599
MG,31,45208,Nova Serrana,79174
MG,31,36603,Nova União,5575
MG,31,45307,Novo Cruzeiro,30767
MG,31,45356,Novo Oriente de Minas,10395
MG,31,45372,Novorizonte,5017
MG,31,45406,Olaria,1927
MG,31,45455,Olhos-d'Água,5416
MG,31,45505,Olímpio Noronha,2577
MG,31,45604,Oliveira,39801
MG,31,45703,Oliveira Fortes,2120
MG,31,45802,Onça de Pitangui,3066
MG,31,45851,Oratórios,4514
MG,31,45877,Orizânia,7409
MG,31,45901,Ouro Branco,36006
MG,31,46008,Ouro Fino,31893
MG,31,46107,Ouro Preto,70886
MG,31,46206,Ouro Verde de Minas,5985
MG,31,46255,Padre Carvalho,5926
MG,31,46305,Padre Paraíso,19057
MG,31,46552,Pai Pedro,5950
MG,31,46404,Paineiras,4592
MG,31,46503,Pains,8047
MG,31,46602,Paiva,1549
MG,31,46701,Palma,6543
MG,31,46750,Palmópolis,6636
MG,31,46909,Papagaios,14433
MG,31,47105,Pará de Minas,85908
MG,31,47006,Paracatu,86153
MG,31,47204,Paraguaçu,20442
MG,31,47303,Paraisópolis,19664
MG,31,47402,Paraopeba,22893
MG,31,47600,Passa Quatro,15692
MG,31,47709,Passa Tempo,8155
MG,31,47501,Passabém,1739
MG,31,47808,Passa-Vinte,2067
MG,31,47907,Passos,107661
MG,31,47956,Patis,5642
MG,31,48004,Patos de Minas,140950
MG,31,48103,Patrocínio,83882
MG,31,48202,Patrocínio do Muriaé,5352
MG,31,48301,Paula Cândido,9307
MG,31,48400,Paulistas,4889
MG,31,48509,Pavão,8541
MG,31,48608,Peçanha,17272
MG,31,48707,Pedra Azul,23874
MG,31,48756,Pedra Bonita,6739
MG,31,48806,Pedra do Anta,3361
MG,31,48905,Pedra do Indaiá,3885
MG,31,49002,Pedra Dourada,2247
MG,31,49101,Pedralva,11386
MG,31,49150,Pedras de Maria da Cruz,10534
MG,31,49200,Pedrinópolis,3510
MG,31,49309,Pedro Leopoldo,59670
MG,31,49408,Pedro Teixeira,1785
MG,31,49507,Pequeri,3188
MG,31,49606,Pequi,4131
MG,31,49705,Perdigão,9396
MG,31,49804,Perdizes,14713
MG,31,49903,Perdões,20292
MG,31,49952,Periquito,6975
MG,31,50000,Pescador,4142
MG,31,50109,Piau,2816
MG,31,50158,Piedade de Caratinga,7377
MG,31,50208,Piedade de Ponte Nova,4067
MG,31,50307,Piedade do Rio Grande,4656
MG,31,50406,Piedade dos Gerais,4696
MG,31,50505,Pimenta,8299
MG,31,50539,Pingo-d'Água,4511
MG,31,50570,Pintópolis,7251
MG,31,50604,Piracema,6391
MG,31,50703,Pirajuba,4946
MG,31,50802,Piranga,17266
MG,31,50901,Piranguçu,5254
MG,31,51008,Piranguinho,8110
MG,31,51107,Pirapetinga,10414
MG,31,51206,Pirapora,53832
MG,31,51305,Piraúba,10821
MG,31,51404,Pitangui,25771
MG,31,51503,Piumhi,32352
MG,31,51602,Planura,10700
MG,31,51701,Poço Fundo,16082
MG,31,51800,Poços de Caldas,154974
MG,31,51909,Pocrane,8856
MG,31,52006,Pompéu,29561
MG,31,52105,Ponte Nova,57706
MG,31,52131,Ponto Chique,4014
MG,31,52170,Ponto dos Volantes,11469
MG,31,52204,Porteirinha,37588
MG,31,52303,Porto Firme,10560
MG,31,52402,Poté,15801
MG,31,52501,Pouso Alegre,134215
MG,31,52600,Pouso Alto,6145
MG,31,52709,Prados,8495
MG,31,52808,Prata,26139
MG,31,52907,Pratápolis,8746
MG,31,53004,Pratinha,3323
MG,31,53103,Presidente Bernardes,5491
MG,31,53202,Presidente Juscelino,3846
MG,31,53301,Presidente Kubitschek,2961
MG,31,53400,Presidente Olegário,18698
MG,31,53608,Prudente de Morais,9776
MG,31,53707,Quartel Geral,3346
MG,31,53806,Queluzito,1872
MG,31,53905,Raposos,15502
MG,31,54002,Raul Soares,23748
MG,31,54101,Recreio,10316
MG,31,54150,Reduto,6667
MG,31,54200,Resende Costa,11001
MG,31,54309,Resplendor,17107
MG,31,54408,Ressaquinha,4735
MG,31,54457,Riachinho,8013
MG,31,54507,Riacho dos Machados,9361
MG,31,54606,Ribeirão das Neves,303029
MG,31,54705,Ribeirão Vermelho,3857
MG,31,54804,Rio Acima,9307
MG,31,54903,Rio Casca,14042
MG,31,55108,Rio do Prado,5191
MG,31,55009,Rio Doce,2488
MG,31,55207,Rio Espera,5939
MG,31,55306,Rio Manso,5372
MG,31,55405,Rio Novo,8737
MG,31,55504,Rio Paranaíba,11939
MG,31,55603,Rio Pardo de Minas,29381
MG,31,55702,Rio Piracicaba,14151
MG,31,55801,Rio Pomba,17224
MG,31,55900,Rio Preto,5315
MG,31,56007,Rio Vermelho,13455
MG,31,56106,Ritápolis,4850
MG,31,56205,Rochedo de Minas,2148
MG,31,56304,Rodeiro,7093
MG,31,56403,Romaria,3575
MG,31,56452,Rosário da Limeira,4305
MG,31,56502,Rubelita,7406
MG,31,56601,Rubim,9958
MG,31,56700,Sabará,127897
MG,31,56809,Sabinópolis,15619
MG,31,56908,Sacramento,24283
MG,31,57005,Salinas,39550
MG,31,57104,Salto da Divisa,6872
MG,31,57203,Santa Bárbara,28435
MG,31,57252,Santa Bárbara do Leste,7754
MG,31,57278,Santa Bárbara do Monte Verde,2852
MG,31,57302,Santa Bárbara do Tugúrio,4532
MG,31,57336,Santa Cruz de Minas,7990
MG,31,57377,Santa Cruz de Salinas,4336
MG,31,57401,Santa Cruz do Escalvado,4934
MG,31,57500,Santa Efigênia de Minas,4552
MG,31,57609,Santa Fé de Minas,3935
MG,31,57658,Santa Helena de Minas,6101
MG,31,57708,Santa Juliana,11830
MG,31,57807,Santa Luzia,205666
MG,31,57906,Santa Margarida,15207
MG,31,58003,Santa Maria de Itabira,10584
MG,31,58102,Santa Maria do Salto,5261
MG,31,58201,Santa Maria do Suaçuí,14402
MG,31,59209,Santa Rita de Caldas,8990
MG,31,59407,Santa Rita de Ibitipoca,3544
MG,31,59308,Santa Rita de Jacutinga,4960
MG,31,59357,Santa Rita de Minas,6661
MG,31,59506,Santa Rita do Itueto,5643
MG,31,59605,Santa Rita do Sapucaí,38734
MG,31,59704,Santa Rosa da Serra,3241
MG,31,59803,Santa Vitória,18406
MG,31,58300,Santana da Vargem,7188
MG,31,58409,Santana de Cataguases,3662
MG,31,58508,Santana de Pirapama,7918
MG,31,58607,Santana do Deserto,3873
MG,31,58706,Santana do Garambéu,2273
MG,31,58805,Santana do Jacaré,4638
MG,31,58904,Santana do Manhuaçu,8579
MG,31,58953,Santana do Paraíso,28641
MG,31,59001,Santana do Riacho,4066
MG,31,59100,Santana dos Montes,3804
MG,31,59902,Santo Antônio do Amparo,17532
MG,31,60009,Santo Antônio do Aventureiro,3542
MG,31,60108,Santo Antônio do Grama,4041
MG,31,60207,Santo Antônio do Itambé,4067
MG,31,60306,Santo Antônio do Jacinto,11720
MG,31,60405,Santo Antônio do Monte,26353
MG,31,60454,Santo Antônio do Retiro,7001
MG,31,60504,Santo Antônio do Rio Abaixo,1771
MG,31,60603,Santo Hipólito,3201
MG,31,60702,Santos Dumont,46208
MG,31,60801,São Bento Abade,4704
MG,31,60900,São Brás do Suaçuí,3548
MG,31,60959,São Domingos das Dores,5441
MG,31,61007,São Domingos do Prata,17314
MG,31,61056,São Félix de Minas,3372
MG,31,61106,São Francisco,54180
MG,31,61205,São Francisco de Paula,6476
MG,31,61304,São Francisco de Sales,5852
MG,31,61403,São Francisco do Glória,5100
MG,31,61502,São Geraldo,10648
MG,31,61601,São Geraldo da Piedade,4295
MG,31,61650,São Geraldo do Baixio,3580
MG,31,61700,São Gonçalo do Abaeté,6390
MG,31,61809,São Gonçalo do Pará,10765
MG,31,61908,São Gonçalo do Rio Abaixo,9976
MG,31,25507,São Gonçalo do Rio Preto,3071
MG,31,62005,São Gonçalo do Sapucaí,24148
MG,31,62104,São Gotardo,32452
MG,31,62203,São João Batista do Glória,6981
MG,31,62252,São João da Lagoa,4695
MG,31,62302,São João da Mata,2728
MG,31,62401,São João da Ponte,25257
MG,31,62450,São João das Missões,11940
MG,31,62500,São João del Rei,85353
MG,31,62559,São João do Manhuaçu,10476
MG,31,62575,São João do Manteninha,5307
MG,31,62609,São João do Oriente,7781
MG,31,62658,São João do Pacuí,4120
MG,31,62708,São João do Paraíso,22517
MG,31,62807,São João Evangelista,15558
MG,31,62906,São João Nepomuceno,25249
MG,31,62922,São Joaquim de Bicas,26653
MG,31,62948,São José da Barra,6888
